id;sentiment;text;;
336;0;PORTABILITE KO / PAS DE COMPTE EN LIGNE ET 0809 40 02 35 SATURE. Une solution s'il vous plaît ....;;
337;1;La TV d'Orange vous donne accès à 160 chaines gratuites. ^B;;
338;1;Ils vous ont redirigé vers le service qui pouvait vs répondre.  Si nécessaire, sollicitez svp mes collègues du @SFR_SAV (2);;
339;0;ça fait quand même près de 96h que j'ai signalé le problème.;;
340;0;Personne n'a appelé à 12h12 et le voyant de ma box est toujours orange;;
341;0;oui mais SFR me redirige vers vous et c'est effectivement vous qui êtes en faute. Pas SFR.;;
342;0;toujours un pb de qualité de @canalplus sur xbox360. @InfoAbonneCanal doit intervenir mercredi j'aimerais savoir si pb SFR avant...;;
343;1;Je le respecte;;
344;0;sfr la vie de ma mère jpp ils cassent les couilles;;
345;1;J'ai aussi été client fixe. Et demeure client Numericable. J'attends quoi qu'il en soit votre retour, merci.;;
346;0;Vous trouverez mon courrier expliquant cela ainsi qu'un post décrivant les déboires avec SFR. Aucune loi ne permet cette;;
347;0;oui je sais mais quand même 120 €/mois c'est pas donnez xD;;
348;1;Je vous aimes c'est fou;;
349;0;bon y a pas que #sfr qui bloque l'accès au nas de la #freebox #bouygues aussi ça marche nickel sur #freemobile #sosh;;
350;0;Bjr que des deconnexions de box depuis une semaine et des chutes de connexions pouvez-vs faire quelques chose ?;;
351;0;J'ai s'inscrit pour le box WiFi il y a un mois et J'attends toujours pour l'activation de mon compte.;;
352;0;'Messagerie orange bonjour '' ptn personne répond c'est chiant à mort Mdrrr;;
353;1;C'est ce qu'on a fait merci :);;
354;0;bjr, mon code de desimlockage est erronée. Que dois je faire?;;
355;0;ah parce qu'ils sont sensés répondre??;;
356;1;Tiens, la LG G Watch R est vendue 99 euros chez Orange, c'est pas cher.;;
357;0;je ne peux pas vous DM..;;
358;0;Bonjour, et désolé Je vous invite à contacter @SFR_SAV en leur donnant toutes ces infos. Cam;;
359;0;SFR : des milliers d'abonnés privés de téléphone et Internet #SFR #Internet #Promotions;;
360;1;Orange Tunisie premier opérateur à proposer une gamme de services de sécurité managée MSSP pour les entreprises;;
361;1;bonjour le innos d6000 est t'il compatible avec les 50 Go 4G ?;;
362;1;La #4G #Orange accessible dans 58 stations de ski, dont 16 dans les #Pyrénées !! @midipyrenees;;
363;0;sfr ,ils se foutent de moi c pd;;
364;0;j'ai suivi la procédure pour obtenir ce  code. Mais le code qu'on m'a donné ne permet pas de desimlocker mon Samsung grand 2;;
365;0;MOI C'ETAIT UNE SEMAINE AVEC CES BATARDS D'ORANGE ALORS TE PLAINS PAS CINDATOU;;
366;0;oui ! Dès que mon mobile se déconnecte de la 4G pour passer en H+, il ne retrouve pas la 4G automatiquement 1/;;
367;0;Bonjour, et désolé Contactez @SFR_SAV, ils pourront vous aider... Cam;;
368;1;Samsung Galaxy S6 : Fin de la vente flash SFR à minuit !;;
369;1;D'accord merci. Et avez-vous une idée approximative de quand elle va arriver en point relais du coup? Car l'activation est bientôt;;
370;0;"je suis obligé de faire ""opérateurs réseau & sélection automatique"" dans mes réglages pour retrouver la 4G.Que faire ? Merci 2/2";;
371;1;bonjour Il s'agirait d'une enquête de satisfaction pour les clients SFR mobile. Vous confirmez ?;;
372;0;MAIS SI C'EST POSSIBLE AVEC LA CARTE KIWI;;
373;1;SFR dresse son bilan Très Haut Débit sur la région Languedoc-Roussillon via ObjectifLR;;
374;0;Bonjour ! En cas de soucis, vous pouvez un envoyer un petit tweet à @SFR_SAV Cam;;
375;1;la -très- bonne surprise . Mon redmi 2 pro compatible 4G SFR :) #xiaomi;;
376;1;Oui il s'agit de cette ligne;;
377;1;Bonjour, pour cela, je vs invite à contacter @SFR_SAV  Cam;;
378;1;Content de l'apprendre N'hésitez pas si vous avez des questions ! Cam;;
379;1;merci mais déjà  réalisé par un de vos collègues.Le #priv est en stock sur le site mais en rupture sur les cmd déjà  passées.;;
380;1;D'acc d'acc;;
381;1;Bjr vous voulez 1 abo sosh mobile + liveb fibre? la fibre chez sosh c'est 5e en +, voir si etes éligible;;
382;1;C'est sûr mais Orange met tout en oeuvre afin de satisfaire le client au maximum. ^B;;
383;1;bjr, est ce qu'une suspension de ligne = suspension de numéro ou celui ci peut-être utilisé chez un autre opérateur? Merci par avce;;
384;1;... et bonne année ! ½ Cam;;
385;0;1 : Novembre a été payé , 2 : à quoi correspondent les 4,22 de comm ? 3 : à quoi correspondent les 7,50 d'autres produits ?;;
386;0;Bonjour, serait-il possible de voir avec vous pourquoi le montant de ma facture ne correspond pas à ce qui était prévu ?;;
387;0;ouais bh la patience qu'elle va sfr foutre;;
388;1;Bonjour, j'aurais aimé savoir si il y avait des travaux sur la ligne autour de chez moi.;;
389;1;"Pour vous ""metre"" Internet, je vous invite à faire le point avec @SFR_SAV Cam";;
390;0;Que ce passe-t-il avec les portabilités? Toujours pas effective depuis le 23/12. Merci de tenir informé vos clients!!!;;
391;0;Je crois que la Poste a aussi égaré celle ci. J'ai vraiment la poisse.;;
392;0;Coucou @freemobile , je me fais spammer de textos du 555 depuis ce matin ! Help !;;
393;0;Bjr, que faire contre des appels intempestifs quotidiens sur mobile (1 dizaine), mais réalisés avec 1 numéro masqué??;;
394;0;oui je suis dessus, j'avais pas reussi précédemment mais je n'avais pas le nom du precedent locataire. Merci;;
395;0;D'accord merci ! Du coup, vu qu'il y a 2 semaines de retard à partir du 15 dec, le jour maximum possible de livraison est quand ?;;
396;1;ça serait à propos d'un désimlockage;;
397;1;#KCA #VoteJKT48ID SFR_SAV: MNS_Nice Je vs prie de patienter, car l'équipe de la cellule dédié va essayer de trouver une solution pr cette;;
398;1;Oui c'est bien en ce moment même. La diode TV est éteinte.;;
399;1;je viens démarré la conv par dm;;
400;1;Au moins je Le sais. Tant que j'ai de la data ça me va! Merci pour les infos et bonnes fetes;;
401;0;mais tant que je vous ai, j'ai une option sim pour tablette mais elle n'est plus d'actualité et la en + la puce ne marche plus;;
402;0;"près de 10min que j'ai redémarré la box et elle n'indique que ""connexion"" depuis :/";;
403;0;faut il que je vous renvoie cette sim pour modifier mon abonnement et le baisser de 5 euros ?;;
404;1;est OK maintenant ?;;
405;0;mais pourquoi ne pas simplement remettre mon débit comme avant ... a 0.70 :( ! Je ne peux plus streamer à cause de ça;;
406;0;j'ai toujours pas de nouvelles :(;;
407;0;à cause de cette chute**;;
408;0;j'ai pas du de nouvelles :'(;;
409;0;PS: par mail et sms, je pense que vous avez le niveau pour... #RedBySFR;;
410;0;Les 7,50 sont une pénalité c'est une blague j'espère ?! Comment faire annuler cette pénalité ? Je ferme tout sinon !;;
411;0;cela fait 10 jours que  ma box sfr fibre n'est pas activé, a chaque fois lorsque on se connecte on a ;;
412;0;help !;;
413;1;En effet, vous pouvez contacter @SFR_SAV via Twitter Cam;;
414;1;Pas de probleme, j'ai envoyé un message privé :);;
415;0;Dites, @freemobile ca commence à devenir lourd de recevoir un SMS sur deux. ._.;;
416;1;C'est un kit CPL.;;
417;0;Venir à Redon pour trouver de la 4G. Les problèmes du OnePlus One avec SFR quoi.;;
418;1;Je vous envoie un DM;;
419;1;est ce qu'SFR et Numericable font partie du meme groupe désormais?;;
420;1;D'accord merci ! Bonne journée;;
421;1;Voilà qui est fait !;;
422;0;le symbole wifi est en blanc tout le reste est rouge et le voyant @ clignote rouge;;
423;1;ça dépend, vous l'avez depuis combien de temps ? Nous 1987 ! Cam;;
424;0;principalement sur youtube (chargement long);;
425;0;"problème plus généralisé sur la ""vitesse"" pour naviguer sur internet";;
426;1;Je viens de réaliser un test de ma connexion avec #4Gmark. 57069 points (82.92 Mb/s) #freemobile;;
427;0;GoT est pas une exclu OCS ? (la merde d'Orange);;
428;0;Pourquoi SFR et Numericable sont les plus mauvais payeurs de France via @Challenges;;
429;1;Bonjour et désolé ! ¨ Contactez @SFR_SAV pour faire le point... Cam;;
430;0;Bonjour @Orange_conseil j'ai toujours un message d'erreur lorsque je veux débloqué mon iPhone 6s acheté il y a 3 mois.;;
431;0;et @SFR_SAV pourquoi mycanal ne marche plus en HD sur ma xbox360 depuis 10j alors que OK sur ma tablette et mon tel ?;;
432;0;coupures intempestives dinternet depuis 6 mois pas de suivi sce client. Que faire?;;
433;0;"le changement de cable est la première chose faite avant de râler ;)";;
434;1;Même a debit réduit j'arrive a avoir une bonne co merci @bouyguestelecom et #4GBouygues;;
435;0;Street lourd j'recois des messages que je devais recevoir y'a 1h déjà , très propre sfr;;
436;0;impossible car trop loin d' les bridges;;
437;0;Orange vous faites chier !;;
438;0;oui sur chat on m a indiqué bien en stock, mais ma commande pas mis à jour.  Sans pré-commandé je l avais plus vite???;;
439;0;le vendeur d'Orange veut m'inviter au Macdo mais m'a pas fait d'offre sur mon portable ;;
440;0;Et non je n'ai que très eu de chaines (pas M6,W9, itélé, ...) et pas de replay (demande une ligne mobile);;
441;1;"c'est la conso temps réel ;-)";;
442;1;SFR rachète la totalité de Numergy;;
443;0;Plus de 1, 2 milliards d'euros ! Orange ne respecte aucune loi !;;
444;0;redonne moi ma connexion stp;;
445;1;Comment Orange conçoit des « killer apps» - par /le hub de La Poste;;
446;0;mes excuses au nom de SFR pour la gêne occasionnée. Pourriez-vs me transmettre en privé le n° de ... ;;
447;0;#MichelCombes 7eme jour sans aucune assistance de  @SFR_SAV #SFR ........;;
448;0;Bonjour ! Désolé d'apprendre cela... Avez-vous contacté @SFR_SAV ? A dispo, Cam;;
449;1;Alléluia la #4G de @freemobile enfin activée à @LRSY_ville  #freemobile #LRSY #Vendee;;
450;1;Ligne fixe. 0619117381. J'ai ete prelevé de mon montant habituel puis changé de formule (donc -39€ puis +39 remboursement) 1/2;;
451;0;non je ne crois pas parce qu'il semblait que le problême ne soit pas que le notre, un rdv chez nous n'aurait dc rien changé.;;
452;1;Euh...bah...euh... nous aussi ! V'nez là  pour un câlin ! Cam ;;
453;0;Mais j'ai ete de nouveau prelevé de 39€ aujourd'hui pour la meme ligne... Quelle est l'explication ?! 2/2;;
454;1;C'est une révolution !;;
455;0;merci pour ce 1er élément combien de temps sans net ?;;
456;0;tweet envoyé mais pas encore de retour;;
457;1;Le saviez vous ? Nous ne vendons plus d'offres sous la marque Numericable mais sous la marque SFR :) Coucou @SFR_SAV ! #Bisous;;
458;0;On m'a informé également que je ne pourrais plus bénéficier de la gratuité puisqu'elle est sur la commande qui 1/2;;
459;0;bonjour je n arrive pas à solder ma facilité de paiement pour mon mobile sur votre site internet;;
460;1;Ouai donc je vais me renseigner vers bouygue ou free :);;
461;1;Bonjour, et désolé ! Vous pouvez gérer vos préférences de contact dans votre Espace Client... Cam;;
462;0; le problème est le même chez moi sur la sortie optique depuis la version 1.01.076. Déjà remonté à @TeamBboxmiami;;
463;1;La 4G d'Orange lancée à Bissau #4G #Orange #Afrique #Bissau #Sonatel;;
464;1;Partagez votre musique en famille avec le streaming Orange Business Lounge;;
465;0;ne marche pas. Or je ne comprends pas dans la mesure il n'y a qu'un changement à faire. 2/2;;
466;0;c'est quoi votre réception de merde qu'on a avec la bbox Miami ? Impossible de regarder un film;;
467;1;Nous aussi #OnVousKiffe ! Cam;;
468;0;je ne suis pas client, donc pas d'espace client;;
469;1;bjr. Où puis-je trouver ce numéro de contrat?;;
470;1;Voilà qui est fait ! Merci;;
471;0;bonjour, je nai actuellement plus d'acces internet, y'a t'il une maj en cours ? Cordialement;;
472;1;c'est envoyé :);;
473;0;non aucune même pas galet 4g;;
474;0;salut Mike ! Merci pour le retour, mais à moins d'installer de nouveaux relais, les techs ne pueront rien pour moi.;;
475;1;"bon j'ai fais ma vidéo "" Vis ma vie avec @SFR_SAV "" Bientôt dispo en salle !";;
476;0;par contre je reçois des SMS de validation de lecture de MMS, et ca, c'est tres chiant. Pas trouvé de solution sur le net;;
477;0;J'ai oublié de signaler la fin de mon message. 2/2;;
478;0;une idee pour me dépanner ? ;;
479;1;Passez de bonnes fêtes !;;
480;0; C'est l'antenne relais qui ne fonctionne pas;;
481;1;d'accord merci beaucoup pour l'info, bonne journée!;;
482;0;Des âmes charitables pour me donner un code cineday pour demain? Depuis que @Sosh_fr nous a enculé je suis aigri. #RendezNousCinéday;;
483;1;bonjour, pourriez vous svp m'aider concernant une commande ? :) merci;;
484;0; 140e d abonnement rien en direct et rien sur foot+...  vivement sfr l annee prochaine.;;
485;0; bonjour il se passe quoi chez bouygue;;
486;0; en wifi. Actuellement je n'arrive pas à me connecter aux jeux en réseaux.;;
487;1; super, merci beaucoup !;;
488;0; c'est l'antenne relais qui n'émet plus , ce n'est pas un problème d'application .;;
489;1;Je pense qu'il faut remonter l'info;;
490;0;votre service boite mail bug désormais systématiquement: quand je veux répondre à un mail, j'arrive sur ma boite de réception...;;
491;0;merci qu'est ce qu'un DM ?;;
492;0;Je n'ai plus de réseau tél/3G, que se passe-t-il ?;;
493;1;ou de votre ligne SFR. Passez une excellente journée ! Michelle 7/7;;
494;0;Bonjours, ma mère à reçu sa box samedi, et quand on suis le guide, sa demande les identif FTI, on peu les avoir par appel ?;;
495;0;nombre de déblocage maximum atteint. Je vous avez déjà contacté pour ce problème je devais attendre le 28 pour le déblocage;;
496;0;( Désoler du 2° tweet ) ou on peux le recevoir par e-mail ?;;
497;1;ok merci.;;
498;0;orange qui s'affiche ans l'interface d'échange ? Si oui, lequel ?;;
499;0;un de vos conseillers la déjà fait à 14h sans pouvoir en dire plus, en stock sur boutique en rupture sur notre suivi commande;;
500;1;"c'est ce que je me suis dit ;)";;
501;0;Bonjour @Coraliegreen , pour élucider ce problème n'hésitez pas à contacter @orange_conseil. Un Web Conseiller pourra vous aider. cc @orange;;
502;0;J'ai un problème la @freemobile;;
503;0;C'est Noel! 1 heure en ligne avec des conseillers #Orange pas de réponse concrete et 4 conseillers car ca saute tout le temps;;
504;0;Ok merci, comment faire sauter ou se faire rembourser ces 7,50€ s'il vous plait ? Le fautif est ma banque;;
505;1;oui commande de mobile :);;
506;1;BP à Saint-Omer du réseau Orange (itinérance) (HSPA+) : 0,94 Mbits/s (download) & 2,41 Mbits/s (upload) #freemobile;;
507;0;SFR : des milliers d'abonnés privés de téléphone et Internet;;
508;1;MAIS SI C'EST POSSIBLE AVEC LA CARTE KIWI ;;
509;0;SFR est tout Ralenti @SFR_SAV;;
510;0;Bonjour @OldiesGames  , nous sommes désolés de ce fait, n'hésitez pas pour cela à vous adresser à @Orange_conseil. cc @orange;;
511;0;Non merci, dans ce cas je vais passer à la concurrence. Bonne fin de journée.;;
512;0;Comment dire... J'en ai un peu marre d'orange la ^^' internet qui saute toute les 15 minutes... Et qui revient 5 minutes plus tard;;
513;0;"Merci, cependant je vois que j'ai été 2 fois ""pénalisé"" ce mois ci et en Octobre. Je viens de demander à la banque. Merci";;
514;1;Bande passante à Saint-Omer du réseau Free (LTE) : 25,92 Mbits/s (download) & 8,25 Mbits/s (upload) #freemobile;;
515;1;Jouez et tentez de gagner de nombreux cadeaux avec SFR LE CLUB VACANCES !;;
516;0;Sfr installer une box en temps et en heure, ils ne savent pas le faire;;
517;0;Bonjour @SimonPhoenix7  , nous sommes désolés des problèmes que vous rencontrez. N'hésitez pas à contacter @orange_conseil ! cc @orange;;
518;1;"maj: ""en cours de préparation"" de mon côté ;)";;
519;0;bonjour non la box fontionne bien c'est le débit qui chute à 512 ko le jour et monte à 5megas la nuit;;
520;1;merciii beaucoup;;
521;0;1 texto toutes les 30 secondes environ...;;
522;1;Box Fibre de SFR : Téléchargez définitivement vos contenus avec le VideoStore !;;
523;1;Forfaits Sosh : Tous les grands évènements de l'année 2015 ! - Edcom  #MVBot;;
524;0;Orange beugue ou c'est moi ?;;
525;0;"Bonjour @Orange_conseil , il m'est impossible de passer commande d'un BB Priv ""Nu"" : ""service momentanement indisponible."" ??? Une idée";;
526;1;c'est fait :) merci beaucoup !;;
527;0;Dites @Orange_France y a pas une option pour eradiquer ces putains de 01 qui appellent sans cesse sur ma ligne portable?;;
528;1;"ça y est le statut de commande à évolué ""en cours de prep"", livraison prévu le 31/12. L impatience se faisait sentir";;
529;0;Oh le monde chez Orange après on va dire que les gens ont plus d'argent;;
530;0;et merci pour ce service client via les réseau sociaux, vous êtes au top !;;
531;1;Hey @SFR, si je change de chez orange pour venir chez vous, vous m'offrez quoi ?;;
532;1;(j'ai la fibre chez orange 800mb/s en dl et 250mb/s en up);;
533;1;"hâte de recevoir son #blackberry #Priv #enfin ;)";;
534;1;Bande passante à Cousolre du réseau #freemobile (HSPA+) : 12,69 Mbits/s (download) & 3,68 Mbits/s (upload #sensorly ;;
535;0;Niel il s'en fout, il rachète d'autres trucs à tour de bras;;
536;0;bjr il s'agit de ma commande d'iPhone 5s or 16g reçu l 24/12 avc un chargeur qui marche pas et le phone a des soucis;;
537;0;énervée pour le reste de la journée ! Quelle bande d'arnaqueurs chez SFR !!!;;
538;0;Moi ce qui m'étonne le plus, c'est que tu captes la 4G de SFR :p;;
539;0;Toujours pas de nouvelles de la mise à jour firmware (MICROSOFTMDG) pour les lumia 950?;;
540;1;C'est bon, je viens de débrancher mes CPL et la box se redémarre. La box est au même étage mais dans une pièce différente. 1/2;;
541;0;Les boutiques #Orange sont bondés OMG.;;
542;1;Bonjour @ElCherubin , si besoin la relation client Orange est présente sur twitter @Orange_conseil.;;
543;0;45min d'attente chez Orange c'est un scandale;;
544;0;Tous les autres operateurs ont déployé la mise à jour firmware pour les LUMIA 950 sauf ORANGE!;;
545;1;Clin d'oeil : la fusion Bouygues Télécom et Orange se met déjà en place;;
546;0;"ptdr ma belle mère au téléphone avec un opérateur orange, elle arrive pas à dire ""smartphone"" ptn";;
547;0;Depuis quelques jours, le bug du *clic sur répondre à un message* --&*aterri sur la boite de réception* est systématique...;;
548;1;Et mon decodeur est déjà branché en HDMI 2/2;;
549;1;merci bien mais je viens de modifier mon abo+nouvelle adresse+souscription fibre à l'instant. Je vous remercie bonne journée;;
550;0;Qui de #Orange ou #BouyguesTelecom est le grand perdant des recrutements mobiles sur décembre ?;;
551;1;merci @Orange_conseil pensez-vous avoir encore un exemplaire de la clé usb yoda 8gb ?;;
552;0;bonjour, j'aimerai signaler un problème concernant la ligne de mon frère.;;
553;0;Sfr m a donné rendez vous entre 14h & 16h pour installer la fibre. Toujours pas vu l'ombre d'un seul technicien. Il reste 5 min.;;
554;0;Quand le réseau propre te lache en indoor, une femto te rattrape lol #Freemobile ;;
555;0;est ce que la data consommé sur un femtocell est décompté du compteur data ?;;
556;1;j'ai réinitialisé les 2 décodeurs.Je vous invite à effectuer une remise à zéro de la Livebox play  1/2;;
557;0;1er réseau 4G en France, ça serait déjà bien d'avoir du réseau téléphone basique à @serrechevalier ! #accessibilite;;
558;1;Finalement, @Orange_France est passé avant le 5;;
559;1;Le technicien passait ds mon quartier et s'est dit : time to plug ! ;;
560;0;Je viens d'avoir confirmation au 1023 qu'il n'est PAS possible de résilier par téléphone, seulement par courrier !;;
561;0;SFR : des milliers d'abonnés privés de téléphone et Internet;;
562;0;Jvous chie dessus avec les soucis de réseau à Poitiers @SFR;;
563;0;Mon réseau marche un coup sur deux ! Sfr me font peter les plombs;;
564;0;ça lag;;
565;0;Bonjour, je ne bénéficie pas plus des -10€ sur la facture de mon forfait alors que je suis client Numéricable (Power), que faire ?;;
566;0;c'est normal que la connexion soit si lente ( je suis en cable ethernet);;
567;0;Oui absolument mais rien ne va changer;;
568;0;Jspr orange ils vont pas faire les batards;;
569;0;Bonjour @Orange_France , pourriez vous revoir l organisation de la boutique Daumesnil? Accueil puis attente qu'on nous appelle, trop long!!!;;
570;1;"du coup je vais faire un tour chez @SFR ;)";;
571;0;je vs remercie mais je n ai plus de numero fixe, sfr l a résilié et c est qqun d autre chez free qui l a;;
572;0;l'alimentation est en blanc et tel1 n'ai même plus allumé maintenant ...;;
573;0;Petit joueur;;
574;0;La démarche en boutique a eu pour réponse de revenir dans 4 mois suite au rachat de SFR par Numericable...;;
575;0;Toujours rien. Je n'ai plus le droit à de l'aide ?;;
576;0;il est cool votre Gif mais je suis certain que depuis mon PC il aurait été encore plus drôle :/ Bonne journée;;
577;0;Red 3.99. Tout marche ms dans suivi de commande impossible d'activer puce. Dc pas de compte client.06.52.89.59.28;;
578;0;encore des problèmes avec SFR! Jusqu au 30 décembre!!  ça commence vraiment;;
579;0;SFR : des milliers d'abonnés se retrouvent sans téléphone;;
580;1;d'accord merci;;
581;0;Merci. Je constate que le n° correspond à une ligne qui n'est + active chez SFR, au nom d'une autre personne. 1/3;;
582;1;Si vs n'avez pas eu et n'avez pas, au présent, une ligne fixe chez SFR, ne vs inquiétez pas, 2/3;;
583;0;depuis la portabilité de mon numéro fixe de Free vers orange je ne peux plus joindre ma famille avec mes lignes mobile Free !;;
584;0;Quand je vois la pub Sosh avec Claude François je me dis qu'il va revenir d'entre les morts juste pour gifler ses enfants qui ont accepté.;;
585;0;J'ai un S5 mini acheté et il beug beaucoup que peut-on faire?;;
586;1;Si je veux passer chez Sosh?;;
587;0;Bonjour normal que internet arrete pas de sauter aujourd'hui ?;;
588;1;OK merci pour le retour. Non ma ligne est a mon nom depuis 6 ans , pas de problèmes alors.;;
589;0;Je viens de tester avec un autre deco TV et ça marche. Mais celui-ci n'est pas dans la pièce où je le veux, il faut les kit cpl;;
590;0;je n'ai pas compris la;;
591;1;#BouyguesTelecom casse le prix de son sans-engagement  via @zdnetfr;;
592;0;Salut Free !! Nous avons plusieurs flottes contenant pas mal de ligne mobile, mais impossible d'en créer un supplémentaire. HELP;;
593;1;pas degeu;;
594;1;j'ai souscris à la box Miami le samedi avant noel, pensez vous que la connexion sera cette semaine? Impatiente;;
595;1;Bjr, pour la 1ère année de garantie, c'est le SAV Apple qui prendra en charge votre demande :  ^Jer-M;;
596;0;vous vous fichez de moi? 48h supplémentaires? Vous êtes déjà hors délai depuis 24h!!!!;;
597;0;en résumé DM avec conseiller pour me dire on en sait pas +sur panne et propale de 10go en attendant pas satisfait;;
598;1;Vous pouvez trouver les informations nécessaires via ce lien   :);;
599;1;#Quizz #Samsung Orange 3 super Samsung Brio à gagner ! Réponds à la question avant minuit ;;
600;1;car nous sommes 4 à surfer à la maison;;
601;0;ou l'art d'appâter les gens et les laisser dans la merde. N'y allez surtout pas. Drahi vend du vent !;;
602;1;bonjour,je souheterait desimlocker mon ancien mobile svp;;
603;1;Qui a un mdp pour un Hotspot Orange ici svp;;
604;0;mais on se fais carrotte ici alors ?? ;;
605;0;j'en serai à 1 semaine sans connexion !!! En attendant je paye et j'utilise la 4G de mon smartphone !!!;;
606;0;stable vous dites ? Cela fait 1 mois que ça coupe régulièrement.;;
607;0;Du coup c'est une info pour personne mais le site #freemobile de #courrieres est ON. Il doit couvrir #Harnes aussi;;
608;0;Un peu osée la vitrine SFR non? ;;
609;0;http://192.168.1.254 ne fonctionne sur aucun navigateur.;;
610;0;#RoyalKids #Orange en mode solidaire avec la copine pour occuper ses 2 enfants! ;;
611;0;oui je vais aller voir ailleurs ça sera mieux Tjs rien pour les anciens clients  Gonflant;;
612;0;SFR Box et Fibre Résiliation, TSA 73917, 62978 Arras Cedex 9.  vs lire, Eugène 2/2;;
613;1;Vente flash SFR : dernières heures ! - MonPetitForfait (Blog)  #venteflash;;
614;1;plus que ravi :D #blackberry #priv;;
615;1;merci beaucoup !;;
616;0;oui et jai même perdu du débit je suis à 10 mbits au lieu de 15;;
617;1;Mes collègues de @SFR_SAV traiteront votre dossier. Je vs invite à patienter;;
618;1;ok merci. comment appeler le 617 depuis l'étranger?;;
619;1;"g renvoyé un mail avec nos adresses à celle que tu as chez orange;bisous";;
620;0;MERCI! Déjà nous on a pas de 4g on a (askip) la 3,75g , bande d'enculés;;
621;0;je suis actuellement en train d'utiliser mon forfait internet mobile pour surfer...;;
622;1;ahah le bonheur du SAV SFR :);;
623;1;Bonjour, vous trouverez les infos pour passer sur une offre Sosh sur ce lien :  . 1/2;;
624;0;d'accord j'ai appliqué vos consigne, par contre attention le chemin donné pour la config wifi est obsolète sur l'interface;;
625;0;repondez plus rapidement s'il vous plait ;;
626;1;Mon Dieu je suis mort de rire depuis une heure, SFR vous m'avez tué à vie;;
627;1;Mon père il se tape la discute avec le mec d'Orange au tel oklm;;
628;1;Abonnement à @orange #Fibre OK ! Mille mercis à Maxence pour son efficacité et son amabilité. Et il s'est abonné à la chaine ! Merci mec ^^;;
629;1;Le lien de @JOSIANEDURIEUX est le tweet le plus populaire dans mon fil de nouvelles aujourd'hui;;
630;0;va pas chez sfr lol y'a que Orange qui on des debits pareil tu va pleuré chez sfr lol;;
631;0;Orange et leur 35minutes d'attente commence vraiment à me casser les couilles @orange;;
632;1;Go orange pour la fibre !!!!!!!;;
633;1;Svp pour couper la puce c'est payant à Orange ? Sinon est ce que je peux faire ça moi même ?;;
634;1;bonjour, je voudrais changé d'opérateurs et de téléphone à moindre prix, pouvez vous me renseigner??;;
635;1;Awai ? D:;;
636;1;C'est mort je reste chez orange alors XD;;
637;0;Orange toute l'année ils t'appellent ou ils te sms pour leur pub de merde là ptn dès que le contrat est fini jme cass;;
638;0;mon voeux c'est d'avoir Internet avant la fin du monde. Mais faut pas trop rêver, hein Drahi ?;;
639;0;ré-bonjour! Je me permets de re insister car j'attends toujours un retour de votre part;;
640;0;C'est payant 1000 ou 500 comme ça . Tu peux couper toi même mais si ça rate;;
641;0;je ne pourrais pas puisque vous n'êtes pas couru d'activer ma ligne;;
642;1;bonjour pouvons-nous nous DM ? Merci;;
643;0;j'ai deux mobiles et une ligne fixe. Et le forfait illimité le week end je n en profiterai pas;;
644;0;Orange et la ponctualité ça fait 72;;
645;0;de ces gros cons chez sfr;;
646;0;encore plus prêt a y aller mais pas de place lol;;
647;0;je confirme ! Toujours personne... ;;
648;0;Demain matin je vais passer chez sfr réclamer !!;;
649;0;En général ça met combien de temps à traiter une résiliation ? Parce que vous prélevez toujours depuis mon recommandé du 09/14 !;;
650;0;sur orange.fr, je vous avez contacté pource problème vous m'avez dit d'attendre le28 car le tel avait pas 3moi;;
651;0;j'ai reçu un message pour me demander si tout allait bien mais après speedtest, tjr le même débit reduit...;;
652;0;Ce fameux soleil qui tournicote sur un iPhone 6 à côté du logo 3G ... #freemobile;;
653;0;du jour au lendemain j'ai perdu le débit initial, je suis impuissant face à cette perte;;
654;0; VOTRE RESEAU C'EST DE LA PURE MERDE, INTERNET DE MES COUILLES OUAIS !;;
655;0;C'est noté, j'ai bien compris que je n'ai pas le choix. Pensez à mettre à jour votre site web ! #honnêteté;;
656;0;rendez vous avec un technicien @SFR ce matin 11h, il m'appelle à 11h40 pour me dire qu'il aura 30 mn de retard pas un mot d'excuse;;
657;0;Merci #SFR qui confirme le rendez-vous par mail, par SMS, te bloque chez toi, et ne prévient même  de l annulation du rendez vous.;;
658;0;C'est par période que ça revient, la dernière fois votre collègue m'avait fait faire la mise à jour manuelle des liveplugs;;
659;0;Sfr c'est la pire merde qui puisse exister;;
660;0;Peut-être serais-ce à nouveau un soucis du même genre ?;;
661;0;C'est inutile @SFR @mowabb_  car @SFR_SAV ne sert à rien. Ils vont vous dire de patienter et c'est tout. Même pas un geste co...;;
662;0;mon problème de contrôle parental concernait mon téléphone mobile. Merci de m'aider.;;
663;0;donnez des delais en personne pour une box qui sois disant en rupture de stock est pas les respecter c est du nimporte koi !!!;;
664;1;merci bouygues le serv clt  vient de me proposer galet 4g le tes du retour à la normale merci faut le dire quand ça va;;
665;0;Ils vont répondre c'est certains. Mais ne pensez pas que votre problème sera resolu;;
666;0;. @bouyguestelecom J'ai été appelé deux fois aujourd'hui. Merci de bien vouloir confirmer dés que possible. #HarcellementTelephonique;;
667;0;Oui s'te plait, sa t'occupera de ton habitude avec @SFR_SAV ...;;
668;0;. @bouyguestelecom Je garde copie de l'ensemble de nos communications ainsi que le détail des appels pour production devant la @CNIL;;
